movie_odid,display_name,billing,person_odid,person,character,type,role,person_name,DOB,DOB_source,Gender,Gender_source,race_final,race_source,race_scores_fair,in_actorlist,in_directorlist,Race_present,DOB_present,Gender_present,total_people,dob_coverage,gender_coverage,race_coverage
10100,Titanic,1,39750401,Leonardo DiCaprio,Jack Dawson,Leading,,Leonardo DiCaprio,1974-11-11,TMDB,Male,TMDB,White,Wikipedia,"[0.5519263744354248, 0.0022383960895240307, 0.4149550497531891, 0.001488292240537703, 0.002279921667650342, 0.00864520575851202, 0.018466753885149956]",True,False,True,True,True,6,1.0,1.0,1.0
10100,Titanic,2,840401,Kate Winslet,Rose DeWitt Bukater,Leading,,Kate Winslet,1975-10-05,TMDB,Female,TMDB,White,TMDB_Image_FairfaceModel,"[0.99986732006073, 3.58790828158817e-08, 3.43966057698708e-05, 6.935550572961802e-06, 2.6665234145184513e-06, 8.808973461782443e-07, 8.781612996244803e-05]",True,False,True,True,True,6,1.0,1.0,1.0
10100,Titanic,4,190420401,Jon Landau,,,Producer,Jon Landau,1960-07-23,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.6419616341590881, 0.0014556554378941655, 0.3023461103439331, 0.0005227683577686548, 0.0007805381319485605, 0.02749629318714142, 0.025437092408537865]",False,True,True,True,True,6,1.0,1.0,1.0
10100,Titanic,2,23100401,James Cameron,,,Producer,James Cameron,1954-08-16,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9989583492279053, 7.847458505239047e-07, 5.771115320385434e-05, 2.611786158013274e-06, 2.8342451514618006e-06, 1.6153302567545325e-05, 0.0009613793808966875]",False,True,True,True,True,6,1.0,1.0,1.0
10100,Titanic,3,23100401,James Cameron,,,Screenwriter,James Cameron,1954-08-16,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9989583492279053, 7.847458505239047e-07, 5.771115320385434e-05, 2.611786158013274e-06, 2.8342451514618006e-06, 1.6153302567545325e-05, 0.0009613793808966875]",False,True,True,True,True,6,1.0,1.0,1.0
10100,Titanic,1,23100401,James Cameron,,,Director,James Cameron,1954-08-16,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9989583492279053, 7.847458505239047e-07, 5.771115320385434e-05, 2.611786158013274e-06, 2.8342451514618006e-06, 1.6153302567545325e-05, 0.0009613793808966875]",False,True,True,True,True,6,1.0,1.0,1.0
20100,The Dark Knight,1,106410401,Christopher Nolan,,,Director,Christopher Nolan,1970-07-30,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9958711266517639, 1.6552222632526536e-06, 0.00027007609605789185, 5.128248176333727e-06, 5.246567525318824e-06, 2.68203548330348e-05, 0.0038199254777282476]",False,True,True,True,True,9,1.0,1.0,1.0
20100,The Dark Knight,4,106410401,Christopher Nolan,,,Producer,Christopher Nolan,1970-07-30,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9958711266517639, 1.6552222632526536e-06, 0.00027007609605789185, 5.128248176333727e-06, 5.246567525318824e-06, 2.68203548330348e-05, 0.0038199254777282476]",False,True,True,True,True,9,1.0,1.0,1.0
20100,The Dark Knight,5,203250401,Jonathan Nolan,,,Screenwriter,Jonathan Nolan,1976-06-06,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9978367686271667, 1.1441644346632529e-05, 0.001221241895109415, 5.5455406254623085e-05, 4.4975633500143886e-05, 1.1647454812191427e-05, 0.0008185205515474081]",False,True,True,True,True,9,1.0,1.0,1.0
20100,The Dark Knight,6,106410401,Christopher Nolan,,,Screenwriter,Christopher Nolan,1970-07-30,TMDB,Male,TMDB,White,TMDB_Image_FairfaceModel,"[0.9958711266517639, 1.6552222632526536e-06, 0.00027007609605789185, 5.128248176333727e-06, 5.246567525318824e-06, 2.68203548330348e-05, 0.0038199254777282476]",False,True,True,True,True,9,1.0,1.0,1.0
